smiles,Hf_298,S_298,Cp_300,Cp_400,Cp_500,Cp_600,Cp_800,Cp_1000,Cp_1500
O=C1[CH]OC1OO,-37.3250,85.2099,25.0935,29.9011,34.0284,37.4552,42.3572,45.3627,49.4533
[O]OC1COOCC1=O,-37.2752,94.3919,31.6057,38.3172,44.2470,49.3729,57.2799,62.4821,69.4587
C=C1[CH]CC(=O)OC1,-37.1837,84.4515,29.6553,37.8383,44.5199,50.0838,58.8335,65.0522,73.6568
[O]OC(C=O)CC=CC=O,-37.1328,114.4547,42.2019,49.3081,55.4708,60.7234,68.9168,74.6583,82.3539
[O]OC1C=C(O)C(O)=C1,-37.1133,92.8916,34.6456,42.4650,48.0308,52.4767,59.1600,63.5616,68.8040
COCCO[O],-36.9141,91.4373,27.8456,32.0563,36.5957,40.6278,47.2240,52.1910,59.6765
CCC(C)(C)[CH]CO,-36.8913,111.8756,44.6039,53.5262,62.1286,69.7249,82.1222,91.4434,105.6011
C[CH]C(=O)COO,-36.8668,95.1467,32.7370,38.6492,43.7514,48.1067,54.9190,59.7145,66.2042
CCC(C[O])OO,-36.8275,94.5938,36.5411,44.5064,50.8065,55.8075,63.5532,68.9868,76.2550
CC1(C)OO[CH]C1=O,-36.8029,89.5783,33.1918,40.2225,46.1027,51.1278,59.0085,64.5913,72.3234
[CH2]OC(C)OO,-36.7685,91.7678,32.7640,37.6743,41.7378,45.2030,50.6254,54.4663,59.8856
OC1=C[CH]C=CC1O,-36.6044,84.8262,31.2209,40.2858,47.6038,53.1958,61.4510,66.9559,73.7344
[CH2]OCC(C)=O,-36.5998,89.3389,29.7185,34.7821,39.1773,42.9754,49.0440,53.4737,59.9552
CC(C)=C(C)OCO[O],-36.5419,111.3011,42.3381,49.7601,57.0951,63.5327,73.9865,81.7810,93.4028
[CH2]C1(C=COC(C)=O)OO1,-36.4213,105.7579,41.0137,49.5602,56.7988,62.8170,71.6443,77.1490,84.3003
C[CH]COCOO,-36.3096,99.2565,37.3060,43.1594,48.6623,53.4289,61.0612,66.6313,74.6337
CC(=O)C[C]=O,-36.2871,87.8541,25.7582,29.5880,33.0887,36.1916,41.2254,44.9776,50.6059
[O]OCCCC=O,-36.2790,95.2714,32.4712,38.1659,43.2007,47.5219,54.3419,59.2123,65.9773
COC[O],-36.2514,74.0373,17.2751,20.8915,24.2702,27.2151,31.9789,35.5084,40.7003
C=CC(=O)[CH]O,-36.2287,78.7794,25.0200,30.4773,34.7905,38.4982,44.4631,48.8469,55.1925
[CH2]C(=O)C(C)=O,-36.2131,82.6983,24.5131,29.2948,33.5777,37.3402,43.3077,47.3824,52.6968
C=CCO[C](C)O,-36.1884,100.3561,35.0039,41.0316,46.6916,51.6153,59.5496,65.4008,73.9925
[CH2]C(=O)OC=CC,-36.1275,89.2988,29.5335,36.3811,42.5282,47.7457,55.8152,61.3694,68.3949
[CH2]C(=O)OO,-36.0870,74.0171,21.1544,25.5449,28.7754,31.2251,34.8299,37.1051,39.4269
CC(C)C(C)[CH]CO,-36.0619,115.5412,45.0860,53.7719,62.3233,69.8683,82.2085,91.5131,105.6903
C=C(C=O)C(=O)O[O],-36.0228,89.5387,30.4066,36.5198,41.0256,44.2193,48.7730,51.7257,54.9790
C=C(C)C(C)(C)OOC(C)(C)[C](C)C,-36.0066,137.9429,75.8987,91.9925,106.0535,118.2850,138.0167,152.5890,174.0180
O=[C]CO,-35.9802,73.0821,17.5541,19.9285,21.9346,23.6361,26.3309,28.3244,31.3159
C[CH]OCOO,-35.8891,91.4920,32.0104,36.9903,40.9962,44.3400,49.7182,53.7334,59.7499
[O]OCCCCOO,-35.7917,106.3931,40.5317,47.0030,52.6186,57.5104,65.3485,71.0833,79.4244
CC(CO)=C(C)CO[O],-35.7833,114.3805,42.0278,49.1467,56.2924,62.5951,72.9119,80.6977,92.5550
[CH2]C(O)OO,-35.7699,83.5583,26.6385,30.5997,33.5329,36.0005,39.7772,42.3553,45.7530
CCC(C=O)O[O],-35.6621,95.0020,31.8568,37.5824,42.6085,46.9351,53.7962,58.7350,65.7083
C=C(CO[O])C(C)CO,-35.5873,106.2148,48.8499,59.1374,65.8958,71.3731,79.9312,85.9915,94.6343
[CH2]C(=O)OC(=C)C,-35.5787,91.3715,30.8139,37.1747,42.7754,47.6162,55.1264,60.1334,66.7637
CC([O])CC=O,-35.4701,87.4142,29.3344,34.6279,39.2127,43.1658,49.4606,54.0337,60.6929
COCO[O],-35.4346,81.4866,21.8632,25.4540,28.9422,31.9756,36.8623,40.4587,45.6769
C=C[CH]C(O)=CO,-35.3802,87.8913,32.5305,40.0691,45.8996,50.5282,57.6301,62.4770,68.5754
[CH2]OCC(C)OO,-35.3374,100.9239,38.4788,44.3837,49.7622,54.3992,61.7707,67.0946,74.6352
[CH2]C(=O)C1(OO)CO1,-35.0752,93.6405,33.8036,40.4801,45.6476,49.5646,55.3594,59.3191,64.2786
[CH2]C(=O)C(C)OO,-35.0600,95.1214,34.3757,40.3723,45.2486,49.2514,55.3848,59.8006,66.1349
O=C1O[C]1O,-35.0460,72.1580,18.0178,20.3740,21.9400,23.2255,25.1836,26.5082,28.2105
COCC(C)[O],-35.0259,87.6291,28.5543,35.2129,41.5061,47.0134,55.9134,62.5025,72.2210
O=C1[CH]C=CO1,-34.8489,71.0467,18.6352,23.9700,28.1939,31.3688,36.1811,39.5046,43.8321
C[C]1OCC=C(C)O1,-34.6421,89.5061,32.5163,40.4847,47.6529,53.8817,63.5773,70.6112,81.1545
[CH2]C(CO)OO,-34.6320,87.5112,34.2780,39.7854,43.6884,46.9668,51.9935,55.4433,60.0957
COCC[O],-34.6176,78.3444,25.6409,31.8914,36.6792,40.3616,46.0638,50.0821,55.6928
OC[CH]COO,-34.4686,89.0785,35.3521,42.3122,46.4220,49.2674,53.5575,56.4443,60.3529
CC(COO)O[O],-34.4009,89.5318,37.5735,46.2389,51.8594,55.5882,60.9220,64.2186,67.7488
[CH2]C(O)C=O,-34.3500,78.9591,24.4530,29.4253,33.0386,35.9545,40.3805,43.3471,47.0282
[CH2]C(O)OOC,-34.3263,91.2335,33.5343,37.9517,41.7027,44.9536,50.1780,54.0340,59.8448
C[CH]C1COC1=O,-34.2809,89.5100,28.0401,34.2045,39.8078,44.6617,52.4387,58.1221,66.3269
OC1[CH]C=CO1,-34.2572,76.2812,23.1260,29.1578,34.0992,37.9190,43.6108,47.4984,52.6063
CC(C)=C(C)C(=O)O[O],-34.2376,104.7071,38.6445,46.3575,53.1418,58.9958,68.3123,75.0566,84.6786
C[C]1COOC1CO,-34.1252,93.6224,35.6523,44.6515,51.6884,57.5969,66.7917,73.2176,81.8527
[CH2]C(=C)OCC(C)=O,-34.1042,100.3461,37.7434,45.3786,51.8992,57.4420,66.0919,72.2237,80.9779
[CH2]OC(=O)C=CC,-34.0324,90.8470,32.1890,37.9880,43.0974,47.6875,55.2507,60.7113,68.1924
C=CC(C)(CO)O[O],-34.0272,99.4628,40.5734,47.8512,53.9028,59.0494,67.0601,72.6749,80.3709
CC1(O[O])CCOOC1,-34.0047,93.9971,36.6696,45.7862,53.3440,59.8051,69.9876,77.2469,87.3348
[O]OC1C=CC(O)=C1O,-33.8942,92.3686,35.4567,44.2826,50.4841,54.8404,61.1490,65.1258,69.4469
[CH2]C(O)COO,-33.8875,93.2799,31.8008,36.9472,41.3197,45.0272,50.7676,54.7545,60.1110
[O]CCCC=O,-33.8025,85.0141,30.6072,37.1062,41.6436,45.3013,51.0647,55.1957,61.1618
[O]OC1OC=CC1=O,-33.7862,86.7729,25.6269,31.3293,36.3041,40.4069,46.0975,49.7219,54.6909
C[C](O)C1(C)OO1,-33.7267,91.7413,31.1823,37.6103,43.2223,48.0493,55.5435,60.6293,67.5332
C=CC(O)(C=CC=O)O[O],-33.6124,111.2796,45.6751,53.1084,58.8033,63.3147,70.2627,75.4635,82.9271
C=C(C)C(O)O[O],-33.5787,93.3618,32.7049,38.6008,43.6518,47.9538,54.6660,59.3869,65.8791
CO[CH]CC=O,-33.5228,89.0603,29.4352,34.2238,38.5399,42.3890,48.6074,53.2066,59.9942
CCC([O])C=O,-33.5105,87.3241,28.5058,34.0493,38.8317,42.9368,49.4255,54.0847,60.7287
CC(C=O)C[O],-33.3538,88.3646,28.3911,33.3881,37.7918,41.7349,48.2735,53.1695,60.5152
CC([O])OO,-33.2915,82.0956,23.7541,27.6037,30.9152,33.7489,38.2052,41.3800,45.8518
CO[CH]CCOO,-33.1681,98.2053,33.2851,40.2403,46.7137,52.3404,61.4036,68.0808,77.8513
O[CH]COO,-33.1432,83.1627,27.4736,31.1150,34.0671,36.5542,40.3645,42.9679,46.3849
CCC(OC)O[O],-33.0086,91.8940,34.3854,41.2480,47.2938,52.4879,60.6995,66.5803,74.7966
O=C1C=CC[C]1O,-32.9493,77.8926,24.5035,30.9907,36.4315,41.0267,48.2009,53.2233,59.8451
C=C(O)C(C)O[O],-32.8279,89.2579,33.6277,41.5253,47.0896,51.3284,57.7300,61.9941,67.2610
C=CC(O)=CC(C=O)O[O],-32.7673,109.6048,45.0147,53.5698,59.7966,64.7185,72.2009,77.2205,83.3699
[CH2]C(=O)OCC=C,-32.7604,92.7617,28.9929,35.5556,41.5367,46.6490,54.6500,60.2701,67.7082
CC(=O)C[O],-32.6896,79.0229,20.4540,24.9001,28.8291,32.2059,37.5452,41.3650,46.6551
C=C(C)C(CO)O[O],-32.6015,102.1358,39.7125,46.6740,52.6607,57.7824,65.8348,71.5729,79.6821
[O]OC1OCC1=O,-32.5844,84.0641,24.7551,29.4487,33.3941,36.6068,41.2919,44.5764,49.1069
COOC[CH]O,-32.4949,90.9188,31.6513,36.7952,41.1979,44.9459,50.7887,54.8931,60.5286
OC1=C[CH]CO1,-32.0702,76.5187,23.6786,29.4755,34.0495,37.6401,43.2041,47.1138,52.4928
[CH2]OCCCOO,-32.0649,96.9667,33.3369,40.4211,46.9084,52.5370,61.5772,68.2104,77.8675
CC(C)C(C)(C)[O],-32.0058,94.5114,38.1650,46.9423,54.6189,61.3069,72.1340,80.1920,92.3410
C[C]1COC1=O,-31.9703,78.6094,21.7611,26.6243,31.1744,35.2535,41.6944,45.9962,52.2621
C=C(C)C([O])O,-31.7681,87.5795,29.4107,34.6327,39.1478,43.0381,49.2284,53.7241,60.2944
COOC(C)[O],-31.6422,89.3410,29.3297,34.4571,38.9230,42.7960,49.0182,53.5933,60.3330
C=CC(OO)C(=O)CO[O],-31.5726,115.4395,44.8043,51.8315,57.7683,62.7453,70.3011,75.3765,81.7638
C[C]1COOC1=O,-31.4666,84.1540,25.3928,30.7751,35.6865,40.0476,46.9835,51.6759,58.0713
CC=C(O)CO[O],-31.4378,89.4063,33.5971,41.2059,46.4694,50.5091,56.6730,60.8598,66.3193
CC(C[O])OO,-31.3302,87.0328,32.4888,38.7520,42.8880,46.2362,51.4797,55.2074,60.5633
C=C(C)C(=C)COOC(C)(C)C(C)(C)[O],-31.2865,152.6773,77.5030,94.4266,108.5399,120.3250,138.5294,151.6571,171.3558
C[C]=CCOC(C)=O,-31.2479,102.9884,34.3532,40.7930,47.6632,53.7069,63.4552,70.6313,80.9544
CC([O])COO,-31.1665,87.4617,31.3865,37.4397,41.9374,45.7198,51.5521,55.5770,60.9369
C=C(C)CCC(=O)O[O],-31.1508,110.7186,38.3586,46.3413,53.4667,59.5823,69.2305,76.1086,85.5736
O=C[CH]CCOO,-30.9642,95.9520,36.8195,41.9393,46.3133,50.0613,55.9705,60.2002,66.2233
COC=C[CH]C=O,-30.8293,92.1099,31.8516,37.3938,42.3010,46.7339,54.0266,59.4092,67.2404
C=C(C)C([O])CO,-30.5384,94.1841,35.7950,42.9142,48.9226,54.0469,62.0572,67.7052,75.4834
C=C(CO[O])C(C)(CC)OO,-30.5276,120.0486,56.8752,68.8096,78.0632,85.4654,96.9478,104.9637,115.6137
CC=CC([O])O,-30.5155,89.5037,29.0728,34.2710,38.7868,42.6929,48.9453,53.5238,60.2738
[CH2]C(OC)OO,-30.4226,92.7133,30.9442,35.9195,40.2548,43.9740,49.8406,54.0296,59.8687
CC(C=O)O[O],-30.3528,83.4140,26.0584,30.4434,34.1751,37.3747,42.4594,46.1329,51.3496
CC1=CCOC1(C)[O],-30.3087,91.2800,33.2401,41.4147,48.6211,54.7401,64.1955,71.1443,81.4003
CC(=CCO)CO[O],-30.2788,96.1930,40.9537,50.3884,56.6601,61.3320,68.5206,73.4962,80.3485
[CH]1OCCO1,-30.2423,70.5130,17.5451,22.5276,27.1171,31.0293,37.0885,41.4525,47.5617
[O]C=O,-30.2329,58.5964,9.8100,11.2234,12.5639,13.6970,15.3243,16.4545,17.9867
CC(=O)O[C]=C(C)C,-29.9637,102.3349,35.3034,42.3569,48.8267,54.4309,63.4088,69.9689,79.4380
[O]OC(C=O)C1CO1,-29.8893,96.5234,31.5700,37.4322,42.4815,46.7474,53.2994,57.7678,63.4033
C=CCCC([O])=O,-29.8754,94.3072,27.8152,34.0420,39.6498,44.4911,52.2041,57.7891,65.7045
C[C](C)C(C)(C)CC(=O)C1OO1,-29.8517,130.0313,55.2855,67.7219,78.8149,88.3400,103.3791,114.1157,128.9435
[CH2]C(=O)COC(=C)C,-29.5712,97.7507,37.0662,45.4541,52.7770,58.9804,68.1737,74.0480,82.3437
C[C]1COOCC1=O,-29.4531,87.1182,29.5040,36.9560,43.6880,49.4773,58.1448,64.1438,72.9825
CCOOC[O],-29.4510,89.9827,28.9008,34.0671,38.7295,42.7640,49.2095,53.9006,60.6358
[O]CCCOO,-29.4370,84.6445,30.3221,38.1410,43.9619,48.0930,54.0608,57.9474,62.5592
CC=[C]COC(C)=O,-29.2630,104.2026,32.3621,39.8916,47.0312,53.2257,63.1636,70.4190,80.7050
C[C](C=O)C1(C)CO1,-29.2487,97.4347,34.9519,42.7035,49.5877,55.5161,64.9236,71.6969,81.2232
CC(O)=CO[O],-29.2254,79.8085,24.4288,29.4903,33.9184,37.7723,43.9781,48.5203,54.8696
CC1=C(C[O])CC(C)(C)C(C)(C)C1,-29.0330,121.6961,62.7276,78.5251,92.6199,105.0370,125.1259,139.7395,161.7784
[CH2]C(C=O)C(C)OO,-28.9827,100.7054,44.0563,53.0511,58.6518,62.9827,69.6420,74.2412,80.5613
[CH2]CCOOC=O,-28.9536,100.8351,30.6604,36.2061,41.4584,46.0049,53.2733,58.5544,66.0016
C=C(C)COC1[CH]C=C(C)CC1OO,-28.9107,127.6597,60.8453,76.3020,90.1465,102.2916,121.4900,134.6216,152.9057
[CH2]OC(=O)CC=C,-28.9062,94.7276,30.6276,36.6012,42.1360,46.8882,54.3862,59.7253,67.0021
[CH2]COCOO,-28.8662,93.3774,31.5864,36.1282,40.0843,43.5732,49.2042,53.3689,59.5430
CC([C]=O)OO,-28.4542,81.9997,29.4521,34.0358,37.5575,40.5126,45.0053,48.0305,51.8561
CC([O])C=O,-28.4372,78.5830,22.8595,26.8492,30.3072,33.2917,38.0499,41.5088,46.5166
CC1([O])CC=CCO1,-28.3354,87.0700,32.4356,41.4539,48.8454,55.1110,65.0367,72.1752,82.2783
CC1OOC[C]1O,-28.2489,86.5912,29.1827,35.9354,41.5322,46.2982,53.8335,59.2320,66.7928
O=C1[CH]CC=C1O,-28.1053,78.0047,24.8805,31.6995,37.3840,42.0036,49.0457,53.8017,59.6495
C=C1C(=O)OOC1[O],-28.0914,85.5222,27.2594,33.2301,37.7173,41.4088,47.0408,50.8419,55.5626
CC([O])=C=O,-28.0413,76.4206,19.0018,21.8415,24.4992,26.8195,30.5531,33.2995,37.3087
C[C](C)C(C)=O,-27.9494,88.4713,26.6362,32.9161,38.9866,44.2983,52.9431,59.4052,69.0434
C[C](C)C(C)(C)OOCC(C)=C(C)C,-27.8396,159.4594,69.1715,85.1855,100.2413,113.3303,134.4195,149.9567,172.6408
CC(O)=C[C]1COOC1,-27.7936,95.8510,36.1506,44.8726,52.6265,59.2956,69.4619,76.5401,87.0612
C=CC(O)=C[CH]C=O,-27.7848,91.1500,34.1399,41.7510,48.2708,53.6531,61.4180,66.6972,74.0775
C[C]1COOC1C(C)=O,-27.7678,100.9476,36.3793,45.1503,52.8515,59.4475,69.8177,77.1709,87.1990
C[C]1COOCC1(C)OO,-27.7549,106.8567,44.3727,54.2441,62.8280,70.2017,81.7057,89.6880,101.2401
[O]C1C=COCOO1,-27.7156,85.2435,27.8952,35.1895,40.9940,45.7135,53.0253,58.0958,64.7620
CO[CH]COO,-27.7086,94.1959,31.1374,34.9735,38.8365,42.3429,48.0820,52.4143,59.0281
C[C]1COOC1(C)COO,-27.6245,108.8170,48.0595,57.3251,65.2721,72.0531,82.6659,90.1689,100.5927
CCC[CH]OCC,-27.6211,104.5084,37.7588,45.7621,53.5059,60.2809,71.3008,79.5373,91.8676
CC(=O)C=C(C)CO[O],-27.5468,103.9246,39.0040,47.1966,54.4296,60.7526,70.8901,78.0978,87.1706
[CH2]C(C)(OO)C(=C)CO,-27.4802,101.9714,46.7423,59.8730,69.4834,76.4144,86.4004,92.6008,98.8832
CC(=CO)O[O],-27.4218,80.1755,24.3016,29.5859,34.1867,38.1440,44.3968,48.8421,54.7443
C[C](C)C1OOC1O,-27.3700,100.5367,35.3669,42.8079,49.4416,55.1626,64.2647,70.8477,80.2041
[O]OCCC=O,-27.3603,83.2527,24.3614,28.6447,32.5614,35.9508,41.3713,45.3213,50.9935
C=C(C=O)C(C)(C)O[O],-27.2614,100.6291,40.5803,49.4922,57.0951,63.4159,72.6513,78.7190,87.3949
[CH2]C(C=O)=COC,-27.1986,90.2567,30.6489,36.7244,42.3171,47.1865,54.8735,60.3489,67.7886
C=C1CC(C)(O[O])CO1,-27.1032,95.7520,37.3398,46.2281,53.6919,60.0810,70.1267,77.2680,87.1858
C=C1C(O)=COC1O[O],-26.9714,95.0832,32.7008,39.7767,45.5801,50.1803,57.0367,61.9038,68.5522
O=C1[CH]C=CC1O,-26.9409,81.3355,26.0128,32.6225,37.8094,41.8650,48.1045,52.4290,58.1913
CC(C)(OO)[C]1COOC1,-26.9182,100.2489,46.0740,55.5261,63.6834,70.6859,81.7436,89.6521,100.7043
OOC1[CH]OCC1,-26.8739,87.9069,30.1507,36.7978,42.3509,47.1017,54.5659,59.8634,67.1815
CC(=C=O)C(C)(C)O[O],-26.7463,105.9491,41.3262,48.5650,54.8474,60.2757,68.9492,75.2824,84.5702
CC(=CCO)C[O],-26.6820,92.9549,35.2852,42.0228,47.8427,52.8457,60.7738,66.4914,74.7210
[CH]1C=COCO1,-26.6260,72.5624,20.6670,26.8734,31.9974,36.0592,42.3855,46.8858,53.0903
[O]CCC=O,-26.5728,78.7570,22.5867,26.6823,30.2660,33.3531,38.1737,41.5682,46.6831
COC1=C[CH]CO1,-26.5387,86.3817,27.3190,33.7430,39.6051,44.7542,52.7396,58.2048,66.4054
C=C(C)OC(C)(C)[C](C)C,-26.4356,116.2592,53.5776,65.9279,76.7462,86.1402,101.1145,111.8260,127.0467
[O]C1CCCOO1,-26.3396,80.3393,26.1160,33.6986,40.2031,45.6667,54.1967,60.1923,68.3372
CC1=CO[CH]C1=O,-26.1557,79.9568,24.2471,30.3824,35.4420,39.7132,46.4261,51.1886,57.7306
C=C(C)C(C)(CO[O])OO,-26.1367,109.5220,52.3286,63.9595,71.5669,77.5360,86.6299,92.7951,100.8520
[CH2]OCOO,-25.9857,83.5469,26.2681,29.8846,32.9155,35.4813,39.4440,42.1870,45.8668
[O]OC=O,-25.8801,66.2317,14.1498,16.3629,18.0525,19.3189,21.1848,22.3861,23.7004
